Model,ModelLabel,Provider,Strategy,TaskId,CaseIndex,DatasetRow,Seed,StartedAt,Outcome,ErrorOccurred,ErrorType,ExecutionError,HasTimedOut,EarlyExit,ExecutionTime,FirstExecutedStatement,ExecutionOutput,ActualOutput,ExpectedOutput,CorrectOutput,InputTokens,OutputTokens,ReasoningTokens,TotalTokens,ClientCompletionChunks
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,511,0,0,42,2026-08-14T17:10:42.000281+00:00,ok,False,,,False,False,1.1044428000000153,1.1044160999999804,"15
",15,15,True,342,221,114,563,97
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,511,1,1,42,2026-08-14T17:10:43.105004+00:00,ok,False,,,False,False,0.8211743000001661,0.8211489999998776,"2
",2,2,True,342,118,89,460,19
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,512,0,2,42,2026-08-14T17:10:43.926344+00:00,ok,False,,,False,False,1.3227775999998812,1.3227262000000337,"{10: 2, 9: 1, 8: 1, 7: 2, 6: 2}
","{10: 2, 9: 1, 8: 1, 7: 2, 6: 2}","{6: 2, 7: 2, 8: 1, 9: 1, 10: 2}",True,415,216,113,631,93
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,512,1,3,42,2026-08-14T17:10:45.249381+00:00,ok,False,,,False,False,1.4134540000000015,1.4134036000000378,"{11: 2, 10: 1, 9: 1, 8: 2, 7: 2}
","{11: 2, 10: 1, 9: 1, 8: 2, 7: 2}","{7: 2, 8: 2, 9: 1, 10: 1, 11: 2}",True,415,243,140,658,93
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,513,0,4,42,2026-08-14T17:10:46.663114+00:00,ok,False,,,False,False,1.0186717999999928,1.0186260000000402,"[7, 'PF', 8, 'PF', 9, 'PF', 10, 'PF']
","[7, 'PF', 8, 'PF', 9, 'PF', 10, 'PF']","[7, 'PF', 8, 'PF', 9, 'PF', 10, 'PF']",True,409,150,89,559,51
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,513,1,5,42,2026-08-14T17:10:47.681964+00:00,ok,False,,,False,False,1.1006148000001303,1.1005536000002394,"[11, 'JH', 14, 'JH', 12, 'JH', 1, 'JH', 4, 'JH']
","[11, 'JH', 14, 'JH', 12, 'JH', 1, 'JH', 4, 'JH']","[11, 'JH', 14, 'JH', 12, 'JH', 1, 'JH', 4, 'JH']",True,413,173,108,586,55
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,514,0,6,42,2026-08-14T17:10:48.782812+00:00,ok,False,,,False,False,0.6173757999999907,0.6173490000001038,"21
",21,21,True,377,68,23,445,35
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,514,1,7,42,2026-08-14T17:10:49.400304+00:00,ok,False,,,False,False,0.795878200000061,0.7958486000002267,"95
",95,95,True,372,108,68,480,30
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,515,0,8,42,2026-08-14T17:10:50.196342+00:00,ok,False,,,False,False,2.6799478000002637,2.67992090000007,"False
",False,False,True,367,512,421,879,81
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,515,1,9,42,2026-08-14T17:10:52.876854+00:00,ok,False,,,False,False,3.117157700000007,3.1171314999996866,"False
",False,False,True,367,607,520,974,77
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,516,0,10,42,2026-08-14T17:10:55.994548+00:00,ok,False,,,False,False,1.4045251000002281,1.4044828000000962,"[2, 3, 7, 8, 9, 11]
","[2, 3, 7, 8, 9, 11]","[2, 3, 7, 8, 9, 11]",True,382,235,41,617,184
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,516,1,11,42,2026-08-14T17:10:57.399317+00:00,ok,False,,,False,False,1.4050320000001193,1.404993000000104,"[12, 24, 26, 29, 36]
","[12, 24, 26, 29, 36]","[12, 24, 26, 29, 36]",True,379,240,41,619,189
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,517,0,12,42,2026-08-14T17:10:58.804602+00:00,ok,False,,,False,False,1.059230700000171,1.059205099999872,"6
",6,6,True,363,162,88,525,64
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,517,1,13,42,2026-08-14T17:10:59.864037+00:00,ok,False,,,False,False,1.161681800000224,1.1616543000000092,"1
",1,1,True,359,185,126,544,49
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,520,0,14,42,2026-08-14T17:11:01.025939+00:00,ok,False,,,False,False,0.980297900000096,0.9802712000000611,"24
",24,24,True,365,147,49,512,88
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,520,1,15,42,2026-08-14T17:11:02.006415+00:00,ok,False,,,False,False,1.10273240000015,1.1027069000001575,"120
",120,120,True,368,175,74,543,91
openai/gpt-oss-20b,gpt-oss-20b (lmstudio),lmstudio,sequential,522,0,16,42,2026-08-14T17:11:03.109351+00:00,ok,False,,,False,False,5.085777599999801,5.085752799999682,"6
",6,6,True,412,1030,850,1442,161
